label,review
1,好吃就是太少
0,"得亏现在有优惠，你确定这一个卷饼值20,肘子在哪里,分明就是半熟的肥肉,糊弄人,量也是刷单刷的"
0,饮料没拿吸管，还洒了，薯条和洋葱圈也没拿番茄酱，很不开心！！
0,订了份蕨根粉和鸡蛋炒饼，蕨根粉特硬，中间还有硬结，就把上面黄瓜吃了，炒饼特多油还没味，后来没办法，吃了几口送的萝卜咸菜硬咽下去几口炒饼！
0,第一次遇到送餐能送这么久的。
1,快点就更好了~~~~
0,投诉，花生没送。
1,第三次购买了
0,昨天订单付款，两次都一样，感觉牛肉有些问题，挺饿了，后面那个就吃了，晚上闹肚子，晦气
0,送餐速度特快，一个多小时才到，菜的分量很大，夹两口就吃完了，菜的口味非常好，吃一口就不想再吃了。最可恶的地是点了份20的菜，告诉我没这个菜了，餐到了后，快递员竟然只退我18
1,1块钱吃个卷还有肉哼哼哈哈
0,"不好吃呢，配菜不新鲜，,失望呀"
0,木耳太不新鲜，吃完拉肚子了
0,少送了一杯豆浆，两份套餐的
1,煎饼越来越小越来越小
0,酸辣土豆丝为何放那么多生姜！
0,别的暂不说，打了四五个电话，9点多定的餐2点了早已经上班了才到手里，你可以早点说送不到啊，送到当时真想不要这份饭，都不容易，想想没必要而已，欠一个解释，我想这也是最后一次订了。希望你们也要注意，类似的错误不容发生。
1,速度快，菜品和堂食的质量一样。外卖的包装很用心。
1,这个很棒，配上青椒肥而不腻，吃过三种口味的啦，还要继续尝试~~
0,太难吃了吧，怎么会这么多人推荐呢
1,好吃，干净
1,每天都在吃，就是外卖小哥有点慢，老板能不能让你们外卖小哥把速度提升一点呢？
0,简直了！！特别慢！！一个半小时才到！
1,价格优惠有内容
0,韭菜没熟就送来了啊
1,南瓜羹不错
0,送餐速度实在太慢了
1,"送餐快,送餐大哥态度好,辛苦啦"
0,每次叮嘱别放姜，回回都不当个事
0,速度挺快的，就是菜没什么味道...有待改进
0,咖啡都不封口了么？！洒的……
0,从点餐到送餐用了两个小时，给一星都多余。这还叫送餐么？？
0,速度好慢，性价比还可以
1,"卷饼不错,就是有肘子有点肥"
1,包子味美，孩子很喜欢。
1,"多搞活动哦,尖椒土豆丝没有味道。"
0,味道很不错，不过包装真的是越来越差了，之前高大上的牛皮纸袋也没了。送餐太慢。
1,感谢外卖哥~不错
1,"送得太快了,快哭了"
0,预计11点送达，12点半才送，送餐员没到就给我打电话，我在楼下等他五分钟，呵呵了
0,"太他妈差了,饭菜里有牙！！！！太恶心了！"
1,大过年的辛苦了
0,越来越不好吃了
1,味道还不错，性价比较高
0,面不知道是什么时候做的，送过来整个一坨面块，能吃么？！
0,90分钟了，一直没收到餐，不小心点错了收货，差评，餐馆到我家走路也就15分钟。
0,太慢了，尤其是晚上，三四个小时真是捉急
1,速度快，好！
1,快递小哥辛苦
0,大哥我的卤鸡蛋没送好不
0,"特别油不好吃,基本没有牛肉,有几条肉丝,不超过3"
1,菜还行，送餐的路不熟，一个小时才到
1,送餐员很给力！大大的赞
0,"要的凉的,偏偏来一杯热的,就两样东西还搞错"
0,"孜然鸡丁饭没有上次好吃,而且还提价了一块钱,宫保鸡丁一般"
1,"派送员非常好。,速度快,态度棒棒的"
0,味道还不错，但是送餐太慢了，等了接近2个小时
0,我点的凉菜，给我送一盒热的烂白菜
1,非常方便！准时！很好！
0,量实在太少。。。吃不饱
0,晚了一个小时才到
1,送餐那哥们特好
0,"京酱肉丝,居然没有葱丝，真恶心！！！！！！！！,恶心！！！！！"
1,送餐早一点就好了。
0,以前定过好几次都挺好，今天巨慢不说，菜汤洒的哪里都是，恶心死了
1,好吃就是太慢了
1,那个汤的味道是真心的接受不了，其他的还好，味道比较不错。
1,价格不贵，肉也够足，要是再加点葱什么的提提味就更好了
0,一个半小时才送到，货没送到还不能取消订单，打拒接
0,太难吃了！就算减价了都觉得不值！还收了3元派送费！以后再也不会来
1,丸子很嫩，拔丝山药还给配了一袋水，呵呵，好贴心
1,非常好！包装！和味道！快递也很赞，EMS能这么快，哈哈
1,第四天了！
0,差评！饭难吃，送餐慢！
0,破了好几个，有一盒里面还有不少饺子汤，麻烦敬业一点
0,送餐时间太长了，公司同事一块订的餐，其他家的12点就到了，就你们家的第三方派送的慢，又是将近两个小时了。。。。。
1,送餐很快，菜也好吃，值得推荐，就是量在大点就好了(づ｡◕‿‿◕｡)づ
1,很好吃，但是送餐有点儿慢
1,京酱肉丝太咸了
0,可惜不能发照片，不然我一定会让别人看看筷子和纸在菜里的照片
1,味道很好！送的也很快！好吃！
0,"味道一般了,可能吃腻了"
0,鸡块是冷的。。
0,1星都是多的，提前订了俩小时都没到
0,米线汤都洒外面了
0,餐具都没有配送，哎！
1,感觉没有在店里的好吃，感谢送餐师傅我们家六楼没电梯还得爬楼梯
0,可以的，百度外卖这段时间有力度啊
0,电话接线人员服务差
0,在线支付之后，送餐还收费，家里老人不明就里就付了，差劲！
1,麦香！味道棒棒滴！速度很给力！给老板个赞，给快递小哥个赞！
0,真心太慢了，11点订饭，快1点送来~饭全凉透了。
0,送餐晚了，迟到好过不到，只能评价一般吧。
0,送餐送错，还狡辩不给补偿，送餐时间3个小时，百度送餐员更是素质卑劣，额外还要加收17元的外送费。百度客服也没用，也没有解决！
0,服务态度很好，东西也好吃
1,好吃，就是稍微有点凉了
0,纯净水竟然是开过的我也是醉了
0,超级差，都快两个小时了没送来，我定的是晚餐吗？？电话也打不通，定他家的饭能等出胃病来！已经打客服差评了！
0,少了两个蛋
0,菜量太少了
1,还不错哦~推荐！
1,好吃挺快的
1,送有很快，东西一般吧
1,菜品好吃，味道正，量足，用料好。快递小哥效率高，服务周到，跑了两趟特意送发票，认真负责，赞一个!
0,煎饼巨难吃，我吃了一口果断丢了。水果盒是7颗新鲜桂圆和8个新鲜圣母果，12元，感觉小贵！
0,宫爆鸡丁辣椒太多了多的吓人
0,送晚了，给了半价。东西都凉了
1,已经点过很多次了，每次都还挺好的，速度快，菜量足，能吃饱，全满分好评！！！
0,说好的鳕鱼，最后送个茄子
0,第一次使用就迟到3个小时，还不免单，才给打7折，为什么饿了么2个小时就主动免单。以后还怎么用百度外卖。
0,定了两份奶油蘑菇汤，收到货发现撒在袋子里一份，本想投诉的。牛肉炒饭贵，您就货真价实呗，结果配菜少，牛肉可以安粒数，全是米饭。
0,味道很一般，不知道哪里怪怪的
1,今天送的真快，好评
1,今天来的很快，赞一个。
1,粥挺好吃的，卷饼味道不错，可惜有点凉
1,我去，这个大份的还真是大啊，快20cm见方了。
0,味道一般般，饼大，肘子肉少。
0,哪儿有让人等餐等两个小时的啊，脾气真是不能控制了，送餐速度超级差，真是超级差，气死人。
1,送餐速度快~只是食物比之前的量少了
1,经常买，汤包很好吃，蒸饺也不错。
1,太慢了，味道还不错
1,"好吃,送的很快"
1,送货超级快，服务超级好，一旦拥有别无所求
1,几乎没怎么等，就到了！包装严实，服务完美！亟待二次消费，哈哈！
1,挺好的，挺快的
1,好大一份啊，很好吃
0,一个步行5分钟就能到的店，2个小时才送到，说到学校了，40多分钟没给我联系，不清楚这家店到底怎么做生意的
1,超快就送到了，喜欢百度外卖，真心赞！
0,"你饿死爹了,这种服务水平等着关门吧"
1,很好，比肯德基外卖还便宜。
1,味道好吃，就是这配送真慢，还是给五颗星，配送人员也不容易，请下回注意
0,点黄太吉就没一次准时的
1,"外卖小哥,大赞"
0,承诺40分钟的送餐，最终持续了149分钟才到，到了都1点35了，期间还多次电话催促，未果，孩子哭大人嚷，都饿的不行，结果餐送来的时候发票还没带。非常失望的一次订餐，这还是家门口的和合谷，以后再也不在这家订了。
0,汉堡里吃出个塑料条的透明带，不知道什么东西，只想说做的时候肯定没好好弄
1,快递小哥很快就送到了！赞！水煮牛肉肉质鲜嫩，辣的恰到好处，也很入味。不错，挺好吃的！
1,送餐很快，很热情，很好
0,只能说很一般……肉给的太少了，蛋也太小了……跟描述完全不符
0,实在太慢，送到的时候凉了，汤还洒出来了，说是量太多。。。。太多。。。。
1,"送的有点早,但是真的很不错,招牌的果然不一般~\(≧▽≦)/~"
1,很好，分量足，好吃，包装严实
1,不错不错，胃不舒服才点的粥，清爽，料足。外卖小哥服务态度也是很棒
1,神速的百度骑士，超级好超级好超级好
0,送来的汉堡都冷透了，纸袋子都潮坏了，纸包装糊在汉堡上。恶心到了！配送员年纪很大了，打电话送货一直在道歉，也理解啦，但是如果不能快速送货，可能不会再用这个软件了。
1,很好吃，菜品味道很好，有要求都很爽快满足，赞
0,没送辣酱，差评差评差评
1,孜然羊肉超赞！花卷超赞！
0,锅包肉和地三鲜都好难吃，酱骨还可以！
0,等了半小时，送错餐了…不知道把谁的拿来了…又等了半个多小时才送来对的…都快饿死了！
1,好吃、好吃。
0,番茄酱都不给
1,好吃又实惠，感谢快递员哥哥，
1,这家的粥是我吃过最好吃的了，用料足味道也一级棒
1,包装服务都很好～也很正规的一家外卖～就是本人不太喜欢甜面酱的口味～下次不会选这个了
1,东西好吃，包装也仔细，送餐很快！
0,今天的米板都粘成一团了，而且很硬，怀疑是不是昨天的剩饭。哎，其他的都挺好的。就这主食坏了所有的感觉。中午都没吃舒服。送餐前请确认。
0,"就一汉堡俩小时送到,点餐页面标注30分钟,逗呢？要不是看送餐的是个小姑娘挺不容易,我真是…"
1,不错，非常好
1,第一次订，提前送到，吃了下才来评价，味道不错，好评
1,要是菜再多些就更好了
0,比预计的送达时间晚了半个多小时
0,非常差。什么玩意啊。第一次送的是可乐。这回是啥呀。服务态度差劲急了
1,物美价廉！
0,换菜了，说不放辣还放，什么意思
0,"很好吃辣...就是因为中间出问题结果没送到。。等了一会,送外卖的阿姨很辛苦,怀挺"
1,今天太快了，满意！
1,"错峰订的，送的比之前快多了，包装虽然从简了味道还是不错的~,推荐~"
0,"等了两个小时,送来全都洒了"
0,炒饭太油了，饭盒下边一层油，鱼香肉丝味道一般，挺失望的一次订餐
1,"我只能说这么冷的天,送的很快，店里人直接送的,太温暖了,很好吃,老板人不错"
0,跟下单时承诺的不一样，竟然没有送饮料，不过味道还是不错的
1,大雪天，很快送到了，态度很好。百度骑士很专业！
1,很快，包装可以，好吃
1,凉面味道确实不错，豆浆好喝。速度快。
0,垃圾别吃吃了就后悔难吃
0,买了7次，我自己下楼取了7次，而且配送员态度一般...不是来不及了就是电梯下不去！请问电梯下不去我怎么下去？
0,送来热巧都洒了
0,"谁点谁上当,吃了一口都快吐了！决没有夸张！"
1,卷饼很好吃，名字很霸气，就是粥有点凉了，送的很快
0,"送餐送的特别特别慢，并且店家电话也打不通、,真是等到抓狂。慢的要死，米线味道还不错，量也足。就是送餐太太太太太太慢、、"
1,还不错啊，买了两份，香菇鸡肉的尤其香，好吃，尖椒土豆丝的味道有点太淡了。好吃方便。
1,"就是洒了,其他还行。。。。。。"
0,"红豆粥糊了,是煮糊的粥全部用来送外卖吗,西兰花没味,不好吃"
1,很好吃，而且便宜实惠
1,很好吃！干煸豆角非常推荐！牛肉烧卖也是棒棒哒
1,百度骑士辛苦！送菜及时！菜很好吃！
1,"速度挺快的,赞一下"
0,没有年前分量多，在走下坡路
0,感觉现在越来越不好吃了！
0,我和同事同一时间订的外卖，她都吃饱了，我的还没到，头一次吃饭这么晚!!!
1,不愧是老字号，点心味道就是好吃啊！骑士送货速度很快，为人和善，必须赞一个！
1,中份感觉男生吃不饱
0,"很难吃,特别难吃"
0,速度太慢，两小时才送到
0,"少送了一份粥,还联系不到店家"
0,从没这样的体验，能告诉我辣白菜那股刺鼻的化工原料味道是哪来的？能解释两小时的送餐吗？漏油，弄得办公桌一塌糊涂！
1,速度很快，送了蘸酱，但是上次电话订餐没有送。孩子喜欢吃马盏糕和小笼包
0,送来东西都已经凉了，凉了味道就不好了，太不靠谱
1,味道很好，鸡肉很嫩，下次还会来
0,贵且不好吃
1,好吃，要是多放些菜就更好了
1,味道很好，配送师傅更给力，准时，饭热腾腾的
0,我的豆浆没给啊
0,"真他妈无语,11点定的,12点45还没送,打电话催就说送了送了,我靠,你家是蜗牛啊"
1,希望速度能快些
0,还行…味道不咋地
0,"两个多小时都没送过来,联系百度退单了,下次不会再订了"
0,配菜变成包菜，差评！！
0,送餐速度快！可惜没有注意我订的是19:00送达，17:30就送到了。19:00还要再跑一趟！送来时眼前一亮，牛皮纸袋比塑料袋显得高了一个档次，订书钉封口自己给自己下降了一个层次。打开拿出用锡纸包裹好的卷饼，感觉干净和保温，还附带一次性手套和餐巾，赞一个。撕开1/3咬了一口，饼的口感很好，没有韧劲比较容易嚼。里面的肉，让我有些失望。我想象的肘子应该是大片的，这里的却是小丁丁。而且酱料不是我喜欢的风格。另外里面的配菜几乎没有，我吃到最后只吃到一条青椒，这样比较腻一些。整体能吃饱，卖20一份有些贵了。
0,不好吃，米饭黏成一坨，土豆丝一点咸味没有，难吃死了
1,比预计时间送的还早十分钟，态度很好，点赞！
1,非常方便！很好！
0,傻逼一样的服务，等了一个半小时，太渣了，以后不点这家了，等得都炸了
0,堂食差，叫不到人，外卖更差，少给一个菜不说，打电话还抵死不承认，说没收那份的钱。后来去百度投诉，眉州东坡见赖不掉了，还让人快递员赔
1,非常好吃的饼
1,还有垫纸，非常贴心。
1,因为个人原因未及时付款，快递大哥很和善，帮我想办法，多谢！
0,太差了！以前吃过不是这样的！越来越差了！怎么搭配的啊！这么油腻！都是肥肉！里面一点配菜都没有！肥肉特别腻！差点吃吐！哎！想想以前还是不错的，现在怎么就这么差了呢，惋惜
0,送的太慢了，到了都不饿了
1,严寒天，快递哥好辛苦，秒速送达，好温暖，真心谢谢
0,真！的！太！难！吃！了！！！什么味都没有！！不知道为什么这么贵！！还不如去买个老北京！！！！
0,根本就不是肘子肉
1,"好快啊,第二次吃了依然很棒"
0,不要奥尔良啊，不要奥尔良啊
1,好吃，送货迅速，大冷天送货，送货员辛苦了。
0,十点十五下的单，下午一点才收到，中途催单两次无果，打商家电话竟然故意不接听！！再次拨打过去就占线！！卷饼也越做越差！。。。
0,一般吧，以后也不会再点了
0,点了个帕尼尼，我去！这啥？怎么好意思叫帕尼尼？难吃死了。星巴克帕尼尼，难吃中的战斗机！
0,饭非常好，物美价廉，包装很精致！送饭的师傅把饭放在垃圾桶上用来吐痰和弹烟灰的沙子里，让人怎么吃？！送餐慢可以理解，毕竟定的晚，而且师傅要送很多家，但是明知道是垃圾桶，而且还是人们吐痰和弹烟灰的地方，还把饭放到里面，你这个送饭的师傅是不是太招人恨了？！
0,速度慢，还撒了。不如美团外卖。
0,我10:33下单完成，送达时间是13:22！差11分钟就三个小时！宇宙速度！
1,"飞速,南瓜粥没了换了皮蛋瘦肉也ok吧"
1,纯素的，不是很好，感觉菜上撒的酱
0,快递很好，朝鲜冷面里面有虫子，没吃
1,不错啊。快递很快，奶茶也还行。
1,百度台太便了，大赞
1,都很好吃而且送的特别快！非常感谢！
1,很喜欢这家口味
0,請不要服務質量不一致，有時是熱的三明治，有時是冷的三明治，不要再欺騙消費者了，星巴克這種高格調的咖啡店，都被你們做爛了
1,鸡肉的加了酱汁，味道更好。送餐小哥态度也超级棒。全五分！
0,难吃的要死。请问是泡椒牛肉面吗？？？打开饭盒，一股姜的味道。随意一挑，有那么一大坨姜丝。是让我吃姜吗？还一直少送我的烤肠。
1,很好吃的饭跟芝士土豆球。就是速度有点慢。
1,包装很高大上～味道一般
1,配送很快，态度很好，五星好评
0,饭很难闻，有种发霉馊掉的味道。拌菜不错料包太小
0,菜没有盛满，米饭量稍微少些，男同志有的吃不饱
0,不是59免外送费吗？明明收了9块钱外送费！
1,"收到煎饼余温都没有,都塌了,真是不能再慢了"
0,午餐肉实在太难吃了，千万别点
0,味道可以，量少。饭量大的不够吃
0,"11点定的餐，13点送到，你们还能再慢吗？？！,送餐人员态度差"
0,味道还可以，就是送的有点早，没在我写的时间送，到家吃都凉了。
0,米饭就薄薄一层，太坑爹了
0,"9点多下单，约定时间为11:30，12:40才送到，还要不要吃了,量少，还吃不饱,写了备注了，不放辣，不放辣，不放辣，不放辣，不放辣。结果还是很辣，下单的人是傻子还是瞎子,实在找不出来优点了，特别不建议选这家了"
0,"吃到了不说,饺子拿上来就是冰的！！！完全冰冰凉！"
1,好喝！味道超赞！送餐员也很准时！
0,中份，肘子肉，好棒哒~就是时间有点长，肉有点凉了。吃得好饱~吃小份要减肥的妹妹就只能望洋兴叹了。哥哥或者弟弟欢迎来~
1,"味道很好吃,送餐速度快,下次还会再买的"
0,绝对不会买第二回
0,根本就没收到，为什么显示已派送订货单完成？？？人呢？？
0,点的卷饼和粥，就送了卷饼，没粥，快递说问店铺，打店铺电话还关机！就这效率和服务，怎么做生意的…
0,还可以，鸡肉太辣了…
1,饼硬，不太好吃
1,量太大，吃不完
1,饼还不错。就是稍慢了点
0,"次次迟到~~,这次是热得"
1,菜质量很好，没有大店欺人现象
1,大冷天的，快递小哥跟热情，准时，辛苦辛苦，很感谢
1,东西还可以但是送餐速度太慢了
0,怪难吃的。特别咸。四个字。特别难吃
1,因为我手机信号问题送餐员没联系上，于是我联系了店家，店家很nice帮联系了客服，之后送餐员就马上送到啦~面还是很热的~店家和送餐员赞(*￣▽￣)y
0,图片与实物完全不符，不知道是送错了还是怎样，而且不好吃！！！送餐大叔的脾气态度特别差，就好像他才是订餐的顾客，我还得顺着，宠着他:)劝大家别订他家！！！
0,差评！没见过比这更慢得外卖，差评！而且还难吃。！
0,越来越差，越来越差，虽然写了也没人在乎没人看但还是要写，等了一个多小时，订单莫名其妙就被完成了，可是我的饭呢？饭呢？饭呢？？？受不了？搞个毛线互联网+啊，送餐员也是叼着烟一副屌样，呸
1,量不大，不过挺好的，这么便宜哪找去。
1,很香，也很好吃～只不过排骨里面的碎骨头有点多。
1,还好吧就是这个时间啊！两个半小时！也就1.5公里距离！这个时间1我走着来回两次都够了
1,"送得很快,东西也很好次"
0,很难吃，吃完胃疼
0,送餐太慢了，又是90分钟
0,这次好快！第一次吃酱香鸡肉的，不过鸡肉还不是太入味儿啦，然后吃起来略干。
0,饭菜质量一般般，可选的饮料种类也少
1,外卖小哥速度很快，态度好，东西也好吃，赞
1,好吃！送的也快～
1,超好吃，包装也很精致
0,吃不饱。。。
0,味道很一般
1,好评~挺快的，粥也足量
0,没拿吸管，对业务不熟悉
0,送餐速度快，就是太难吃
0,太慢了！要注意
1,特别好的师傅，冒雨还送得非常快，感谢百度外卖的送货师傅们。
1,送的超级快~~~京酱肉丝卷好好吃
1,"很好吃的。评价晚了。,嘿嘿"
0,还可以吧，挺实惠的价格。。。
1,不错，就是豆浆橙汁都不好喝
1,依然是那么好吃
1,味道不错，份量够足，速度也快，态度好。
0,这顿饭吃的很纠结，浪费了我的5元优惠卷！
0,太少了吧，一盒都没满，谁家干锅这么少的菜，还是小盒的还那么贵，，等了好久，太不诚心了
1,很好，很喜欢，希望出更多新口味。
0,太难吃了，再也不订蜀湘饭了。
1,好吃，送餐时间较快，服务态度好，赞。
1,非常快，味道好
1,送餐很快。很方便。谢谢
0,米饭有点生
1,味道不错，就是送晚了半个多小时
0,代金券和满20减6有冲突么，也不说一声
1,还好吧。饼的口味差点儿
1,谢谢快递师傅，辛苦啦
1,好吃！速度快！
1,"土豆粉的汤都没了⋯⋯⋯⋯都在袋子里哈哈哈,请下次注意哦～"
0,忘给筷子了…
1,买少了。没吃够。下次多要点。送过来薄脆还是脆的
1,"无意中看到有特价套餐,味道很好,送餐速度也很快"
1,"还挺快的～,味道也不错。赞"
0,因为饿了所以点的餐厅特别近，就这个还一小时送到。差评
0,下单确认后一刻钟才被告知没法做，我也没辙了…
0,臭桂鱼一点都不入味……荷塘三炒不知道为什么发酸，感觉像坏了，没吃，全倒了。送菜速度倒是很快。
0,少，皮厚，果然只值一块
1,卷饼味道很一般，饼皮有些硬，甜面酱太多了
1,味道有点怪，可能个人原因，不爱吃
1,饭还挺实在给个好评送餐挺快
1,不错！经济实惠
0,"本单实际送达时长为39分钟,瞎扯我等了1小时30分钟呢"
0,"太咸,每次吃都咸"
0,肥肉多，汤凉了，送餐的说我没支付...
1,太赞了～宇宙速度～10分钟就送到～
1,味道还行，用百度外卖比到店里划算多了
1,服务态度很好，服务态度很好
1,饼巨好吃，就是有点吃不太饱。。。。
1,送餐师傅态度很好，送餐也很快，谢谢师傅的服务。
0,下雨天等了两个小时我还算可以理解，但是没有给我筷子，还有就是凉皮不知道是不是忘了放盐了，我不是重口味的人，但是凉皮一点咸味没有，吃着辣条把凉皮吃了一半，剩下的就扔掉了，下次不会再来了。
0,我只能说，鱼豆腐是最好吃的！并且推荐！
0,菜超级少！！
0,我的卤蛋没给。已经不是第一次少给东西了
1,不错不错，快递师傅也给力
0,第一我想说的是送餐：不知道是什么原因全都撒了。第二：我想问问这个就是一切以实物为准吗？（与照片及其不符）警告后面订餐的朋友，请慎重。
0,盒子很精致，味道还好。整体不错
1,最爱阿田，很好吃！送的也很快！
1,味道不错，送餐员态度很亲切，非常快
0,"送餐时间,有点长"
1,外送小伙儿很逗
0,买饺子没有醋。打电话问还说只有备注了才有。吃饺子都吃醋还要备注吗！第一次定不知道还都只能白着吃了？花钱买了东西跟欠了他钱是的。什么商家！
0,"送药小哥态度很差,很不耐烦,怀疑是老板送的货,你们能别让老板干这活么？？"
1,味道都很好，就是终于饭点送餐慢
1,快递小哥以后继续加速啊，加油
1,不错，挺快的
0,订完餐后，打电话告诉1.5公里之内才给送，很勉强的给送来了，好像消费者欠他的似的，商家太不负责任！为什么不事先在网上告知？！
1,味道还可以，就是时间长点，挣钱都不容易，给满分吧
1,北京大雨，还能提前15分钟送到，煎饼豆浆豆腐脑还是温热的，很好，很感动，会继续回购
0,"东西太贵,分量太少,快递太慢"
0,真没劲一次比一次少、餐厅怎么整的、难道是我给的钱少吗？
0,"全洒了,昨天朋友的也是，今天我订的也洒了。"
0,鱼可以，豆腐这次好像没盐。主要是送餐太慢。要啊饿死了。
1,"非常不错,喜欢:):)"
1,"鱼香肉丝卷饼不如纯肉的好吃,有点咸"
0,菜品口味还是一如既往，经常订餐，但是服务太差，态度极为不好，十点打电话说正在加工，催了三次菜，十一点四十给他打电话竟然说送不过来了，说远这边就我自己订餐，送不过来提前通知啊，我可以订其他的餐啊，希望可以改正，否则我们原先的几个老客不会再去光顾！！
1,取消订单了。
1,批萨口感好，扎实的料。鸡翅原味最好，奥尔良第二，蒜香炸的老。很好的一次经历，外卖小哥很给力，好评一万
1,都很满意！服务产品都没问题，稻香村外卖就是产品再丰富点吧。
0,总是很晚送到
1,送餐及时，包装看起来高大上
1,等了有点久
0,这是我吃过最难吃的石锅拌饭了，真不知道说好吃的都是什么味觉，非常客观的评价，希望你看到能换家餐厅！
0,"到达时间晚,因为下雨可以理解,就是收到凉了,自己加热后,食用味道一般,不是很喜欢"
0,时间太久了，米线到这里已经烂掉了，送餐太慢
1,味道不错，服务不错，
1,"没有想象中好吃,没味道,可能,鱼香好吃点"
0,"差差差,备注了不要辣,结果还有一盒很辣,孩子根本没法吃,等了那么久,孩子们已经饿坏了"
0,等了一百多分钟后告诉所点菜品没有了，让换其他的，服务跟不上就别承诺四十分钟送达，送不过来至少提前说，而不是一遍遍的打热线电话还打不进去，什么服务态度，让人饿着等到两点，太气人
1,很不错，饭菜量都很足
0,酱油太多，黑哇哇的，要的地瓜都没有看到！
0,11:10分定的，快1点才送到晚了差不多1个小时，菜饭凉了
0,味道一般也就那样
0,两个单都不对！！！！！配菜完全送错了！大家都别在这买了！坑啊！
1,送货很快，汤包好吃。
0,"味道一般,鸭翅有点酸.鸭脖太硬"
0,商家服务很好
0,送餐速度太慢了，真是不能忍了，好脾气全被磨没了。
0,食物一百分，速度1分。明明走路十分钟的路程，制作要那么久吗
0,"建议以后别再出这款海鲜水果披萨了,真心的难吃，真心的奇葩"
0,送的特别慢，还不是百度外卖配送的，打电话过去问怎么看不到配送员电话，人竟然说是在排队过安检，过来了才发现原来不是百度配送的，既然不是百度配送的难道不会直接说声嘛！
1,全是肉。有点干
0,"饼太难吃了,，一点饼的感觉都没,，黏糊糊的"
1,很不错，豆腐脑好喝，油条煎饼好吃，豆浆还备了糖，周到
1,谢谢外送人员。在雨天的家里还能喝到快乐柠檬
0,自从进入了15年，再也不愿意给他家好评了
0,真她娘的慢，要等两个小时才送到，人都饿死了
0,太慢了，两个小时
0,"什么啊，全是韭菜，还不熟,，胃里难受了半天"
1,太快了，送的！
1,"煎饼好吃,外卖速度快"
1,岩盐芝士的也好喝
0,时间太长，休息日居然90分钟，味道一般
1,土豆丝卷饼好好吃
1,站点特色比萨，辣味特色薯条，口感都很棒！
1,肉多饼薄口味好，很大一个
1,这次送餐很快
0,"快两个小时收到,定的牛肉的,牛肉没有给其他的,以后不定了,不好吃"
1,很好吃，方便
1,感谢送餐小兄弟，几年前天天在他家吃炒面现在还是这个味，量足很好吃很满意，祝店生意兴隆
0,不好，都已经凉了。...
0,味道很不错，下次继续光临
1,大雪天还能送，太赞了！
0,"没送,,,竟然也不打个招呼"
1,分量足，好吃！
0,量太大，一个菜绝对够2人吃
1,雪天赠了两碗暖暖的酸辣汤，外送员及时送到，辛苦！好吃！
1,买多了，肉夹馍没吃，好大一碗面
1,很不错哦包装很好
1,同在五道口就是送得快，不过好像去年买的时候这个价钱可以买套餐了，虽然就差一碗粥
1,好评，味道不错
1,"送餐很快,态度也很好,谢谢"
1,味道不错，要是没有优惠，就太不值当了
1,配送很好，联系不到我还等了好久
1,"第一次点你家的菜,太好吃了,尤其是鱼香肉丝。特别好吃,以后就是你家的常客了"
1,鱼香肉丝的好吃，土豆丝的有点油
0,海带和芹菜那个配菜，太难吃了，丽华88了，不吃了。坑爹。
0,面条都坨了，送货速度太慢，取货后半个小时才送到。
0,送的超级慢而且巨难吃！
1,骑士小哥送的很快，态度也超好，点赞！
1,等了很久，派送员非常有耐心也很有礼貌
1,味道很好而且很实惠送得也很快
0,送餐速度比较慢，1个多小时才送到，态度还不错，就是包装的撒了好多
1,鸡柳里面的酱吃到后面有点腻
1,味道还可以。
0,有点慢啊，，和图片不符合，吃起来一般
1,香脆鸡肉披萨很好吃，这次的料更足，满意
1,豆腐脑很淡，不太喜欢，猪蹄不错！
0,小份的汤六块，大份的汤十二块，我没看出大份来，别家一份十块，用两个盒子装，你家大份用一个盒子装！
1,不错，送餐及时，还会再光顾的
0,11:30定的，13:20送到，送饭小哥是新人，可以理解，但装饭的没装勺也没装纸巾不知道几个意思……总之饿过劲儿了……
1,菜挺多饭挺多就是牛肉丝质量一般
0,根本没有看我的要求
1,送餐快，pizza味道也不错！
1,一如既往的干净好吃。
0,味道还行，不过可能今天太忙给漏单了比较心塞…
0,"很慢,丢单"
1,送单很快，菜也不错赞
1,配送很快，师傅态度很赞。非常感谢百度外卖！
1,不错很好吃
1,蔬菜稍微有点咸。。。。。
1,好喝，速度也很快，值得赞
0,快递小哥很给力，很快哦
0,11点下的单，到了下午一点半还没送，两个半小时就算走路也走到了吧，打电话催了3次还不给送，还各种找借口。建议大家不要点他家的外卖，巨坑爹！！！
0,菜的汤汁都出来了不是特别好很乱
1,支付宝最好用了，支持支付宝
0,跟以前吃的，味道差太多了。点的飘香肘子，超级难吃，而且绝对不是肘子那的肉，肥的差不多有一半多，都挑出来扔了。对宇宙卷饼失望了，不会再去吃了。
0,饭已经都凉了，汤都洒的到处都是。。。味道很一般
1,还不错，味道有点家的感觉
1,价格合适，面有些硬
1,汤多些面少些更好。
1,肯能距离有些远，配送的比较慢
0,"晚了一个半小时,而且都凉了"
1,快递小哥服务特别好，餐送到还热乎乎的，正好吃。菜品不错。
0,把多点的单份米饭倒在一个另一个人的盖饭里，造成我们先后轮班吃饭的人没法吃，我想请问您怎么不把一个订单中的6份饭倒一个桶里拎过来？像喂猪倒甘水一样多省事啊！
0,不知道为啥今天送餐速度奇慢无比……
